,energie,eau,proteines,glucides,lipides
5,179.0,60.3,4.88,23.7,6.7
6,130.0,75.8,4.5,8.87,8.3
9,29.9,93.2,0.94,3.07,0.7
13,167.0,65.5,3.79,17.4,8.3
16,105.0,80.4,0.94,5.78,8.1
22,55.0,85.8,3.74,6.6,1.12
24,39.4,90.2,0.76,5.05,1.56
25,42.8,89.4,3.45,2.88,1.79
26,34.5,90.9,0.86,4.43,1.22
27,37.1,90.8,0.79,4.46,1.51
28,30.8,93.8,1.3,3.86,1.0
29,4.8,98.1,0.2,0.1,0.4
30,40.4,92.7,1.35,4.93,1.4
31,48.2,92.0,0.81,4.09,3.07
32,33.2,91.2,0.61,3.89,1.41
33,38.7,90.3,0.74,6.27,0.99
34,62.9,85.1,3.75,5.4,2.5
35,48.8,89.4,1.2,5.6,2.0
36,30.4,89.4,1.2,5.2,0.35
37,29.0,90.6,0.91,5.09,0.5
38,29.8,93.3,0.97,5.25,0.44
39,34.3,90.0,1.2,5.77,0.55
40,26.1,92.8,0.63,4.84,0.41
42,9.05,97.6,0.6,1.33,0.15
43,35.3,90.8,0.6,5.14,1.31
45,47.8,90.0,1.4,6.8,1.4
46,36.2,90.4,0.76,5.79,0.97
47,37.8,91.3,0.65,4.37,1.79
48,24.0,94.1,0.58,4.37,0.4
49,35.9,91.8,0.67,4.13,1.56
50,5.58,97.4,0.6,0.5,0.13
51,5.38,98.0,0.34,0.65,0.16
52,21.6,92.2,0.63,4.21,0.18
53,21.3,94.2,0.75,3.87,0.25
57,31.3,91.3,1.14,5.53,0.34
61,33.4,90.9,1.0,3.84,1.32
62,34.8,91.8,0.72,5.31,1.07
64,32.8,91.1,0.65,3.38,1.62
66,37.4,90.7,1.27,4.5,1.37
67,17.1,94.6,1.38,2.18,0.5
68,116.0,74.0,20.4,0.3,3.68
69,112.0,77.9,18.4,0.7,3.62
70,94.1,76.6,15.7,0.6,3.2
71,113.0,75.1,15.4,3.1,4.0
72,84.6,78.4,8.93,4.17,3.3
77,193.0,64.1,14.5,2.6,13.8
78,164.0,64.2,23.9,8.8,3.4
79,104.0,77.1,11.3,3.65,4.6
80,124.0,75.2,10.6,3.15,6.9
81,189.0,67.7,10.6,1.2,14.7
84,136.0,70.7,10.0,11.4,5.4
86,276.0,54.8,22.0,0.48,20.5
87,271.0,57.0,15.2,0.55,23.0
88,172.0,58.8,26.0,9.3,3.3
89,139.0,69.2,21.9,0.33,5.2
90,137.0,68.0,23.1,1.39,4.0
91,138.0,73.6,5.99,9.39,8.22
92,149.0,68.9,8.31,12.2,7.2
93,90.7,72.9,5.9,11.5,1.9
94,168.0,65.0,3.2,16.2,9.6
95,132.0,69.2,7.69,14.0,4.53
96,130.0,66.9,7.5,15.6,3.85
97,128.0,69.2,7.59,12.5,4.73
98,146.0,69.9,6.82,8.51,9.06
99,168.0,68.5,7.0,10.5,10.2
100,129.0,70.6,8.06,9.41,5.77
101,109.0,82.4,5.06,2.8,8.06
102,118.0,73.5,8.24,8.89,4.87
103,77.5,82.9,10.9,3.2,2.02
104,96.6,78.5,13.2,3.3,3.15
105,82.1,82.5,6.0,3.7,4.3
106,132.0,71.1,8.3,8.6,6.3
107,161.0,68.6,10.5,10.1,7.86
108,122.0,78.5,5.49,2.0,9.67
109,94.9,81.2,5.3,2.0,6.6
110,118.0,74.2,7.13,13.0,3.35
111,147.0,76.0,5.82,5.16,10.8
112,133.0,73.7,8.05,5.0,8.61
113,132.0,73.0,12.8,4.5,6.83
114,96.7,77.4,11.2,3.5,4.08
116,127.0,72.7,7.54,14.4,3.7
118,69.8,81.1,6.4,3.6,3.0
119,92.0,76.5,10.3,7.43,2.24
120,284.0,57.5,9.56,4.43,24.8
121,105.0,78.4,6.13,8.39,5.1
122,117.0,78.2,6.69,5.28,7.5
123,133.0,71.2,8.36,7.43,7.65
124,176.0,67.5,14.8,5.3,10.4
125,75.2,83.6,9.31,3.1,2.3
129,79.9,84.2,9.16,3.0,3.25
131,114.0,78.6,11.8,3.9,5.5
133,127.0,73.8,18.0,0.86,5.71
134,93.5,75.0,18.5,1.5,1.5
135,132.0,75.0,13.3,3.18,7.05
136,144.0,69.3,23.5,0.0,5.52
137,107.0,74.0,22.0,0.0,2.18
138,106.0,74.0,22.1,0.0,2.0
139,148.0,66.9,7.86,17.1,4.9
140,105.0,75.6,7.5,14.2,1.6
141,117.0,74.9,6.39,8.57,6.15
142,171.0,60.3,6.69,26.9,3.7
147,81.2,81.7,2.6,12.1,1.77
161,75.3,85.6,1.38,0.1,6.6
164,252.0,48.0,8.25,18.7,14.4
166,211.0,55.7,7.38,17.7,10.8
167,186.0,57.0,4.93,29.5,4.84
169,95.3,79.1,4.22,12.5,2.83
170,134.0,74.3,6.29,13.5,5.72
171,116.0,69.5,5.32,13.6,4.07
172,164.0,62.9,5.46,23.6,4.94
173,190.0,59.4,5.5,27.8,5.5
174,179.0,64.7,7.06,16.4,9.2
175,103.0,74.0,2.75,11.0,4.85
176,161.0,66.0,5.91,14.2,8.7
177,148.0,71.2,7.28,13.0,7.1
178,226.0,51.3,10.0,26.8,8.3
179,108.0,71.1,4.32,16.4,2.25
180,219.0,51.2,7.94,27.8,7.5
181,265.0,35.3,11.4,40.3,5.79
182,174.0,60.3,6.94,25.1,4.65
183,268.0,42.9,11.3,37.3,7.69
184,262.0,37.5,9.98,41.4,5.69
185,104.0,76.4,4.88,12.6,3.4
188,119.0,73.6,2.74,18.4,3.8
191,91.1,78.5,2.88,13.5,2.45
192,156.0,64.6,5.19,20.9,4.9
195,199.0,55.9,7.98,25.7,6.53
196,149.0,67.6,2.5,18.6,6.5
197,122.0,74.5,4.38,11.8,5.9
198,179.0,65.6,7.0,14.0,10.2
199,133.0,68.1,6.1,11.4,6.6
200,195.0,65.1,8.06,9.5,13.3
202,184.0,67.3,12.9,3.8,12.6
203,161.0,68.9,6.0,13.5,8.9
204,399.0,30.3,16.2,22.7,26.6
205,232.0,57.4,16.2,2.6,17.2
206,263.0,52.6,17.4,15.3,14.6
208,151.0,63.7,16.1,7.89,4.7
209,280.0,45.7,12.6,22.4,14.9
210,253.0,48.0,14.1,18.5,12.6
211,251.0,45.8,15.5,19.7,10.9
212,260.0,47.7,14.4,16.8,13.9
213,245.0,46.2,16.9,18.8,10.0
214,247.0,50.2,15.2,15.1,13.1
215,91.7,77.9,3.13,12.5,2.7
216,241.0,48.4,7.0,27.8,10.3
217,211.0,52.7,5.31,28.0,7.6
218,211.0,54.7,17.6,7.98,10.6
219,166.0,61.2,9.71,16.7,5.6
220,204.0,54.6,12.5,20.8,7.1
221,209.0,55.5,16.0,8.15,11.0
222,197.0,61.7,10.2,13.3,10.2
223,204.0,60.6,16.8,6.08,12.0
224,170.0,62.6,13.1,8.36,8.1
225,180.0,62.5,15.1,7.72,9.1
226,139.0,67.5,11.5,7.01,5.8
227,226.0,49.3,8.93,29.6,7.64
228,274.0,53.2,8.96,21.0,16.8
230,182.0,62.6,8.83,19.1,7.5
231,150.0,66.0,4.83,20.7,5.02
232,216.0,57.4,5.0,21.8,11.7
233,218.0,45.3,10.3,28.0,6.69
234,289.0,50.5,10.3,20.7,18.0
235,241.0,54.3,5.5,20.0,14.3
236,227.0,45.0,10.3,27.2,8.03
237,170.0,62.5,8.0,14.3,8.5
238,158.0,63.7,12.7,16.0,4.5
239,248.0,48.2,10.4,26.5,10.7
241,231.0,48.3,10.1,26.7,8.78
242,245.0,49.5,10.7,26.9,9.96
243,214.0,51.8,8.48,25.7,8.0
245,267.0,42.6,13.1,28.2,10.5
246,233.0,47.5,10.7,27.3,8.39
249,205.0,54.4,9.54,25.7,6.66
250,149.0,65.5,6.02,17.7,5.75
251,300.0,40.3,8.81,31.8,14.8
252,159.0,69.4,8.3,16.6,6.3
253,243.0,54.5,5.76,21.6,14.3
254,215.0,55.3,8.53,21.0,10.5
256,218.0,58.4,5.17,19.3,12.8
257,209.0,56.8,12.7,15.2,9.8
259,218.0,54.8,12.3,14.1,12.2
262,267.0,51.9,8.11,22.7,15.6
263,172.0,63.4,5.5,18.5,7.7
267,244.0,51.7,7.08,22.2,13.6
268,306.0,39.4,8.15,30.9,16.0
271,215.0,48.3,9.95,27.5,6.68
273,240.0,47.0,12.2,25.7,9.43
275,306.0,34.4,9.53,38.8,11.8
277,278.0,44.5,10.9,26.3,13.8
278,246.0,46.1,13.3,28.3,8.44
279,267.0,46.3,13.7,23.1,12.9
280,299.0,43.8,15.5,21.5,16.7
281,263.0,46.1,12.2,26.7,11.5
282,233.0,51.8,15.2,17.4,10.9
283,246.0,48.1,15.0,23.6,9.8
284,274.0,43.0,10.3,32.0,11.3
285,243.0,46.6,14.2,27.2,8.35
286,222.0,49.1,10.1,30.9,5.98
287,247.0,43.3,10.0,36.3,6.35
288,285.0,41.3,13.3,26.9,13.1
289,265.0,37.4,11.5,40.8,5.6
290,198.0,54.6,8.87,25.0,6.03
291,249.0,49.0,12.7,23.8,11.0
292,215.0,51.1,7.95,30.3,6.48
293,285.0,39.3,9.93,33.7,11.5
294,339.0,32.9,11.9,34.3,16.7
295,298.0,39.8,10.1,32.1,13.9
296,383.0,26.6,13.7,32.0,21.6
297,286.0,37.5,12.2,32.7,10.9
298,243.0,46.6,14.2,27.2,8.35
299,233.0,55.1,9.09,17.8,13.3
300,221.0,52.0,6.54,30.0,7.9
301,255.0,44.9,12.4,30.6,8.82
302,247.0,47.7,8.52,30.9,9.47
303,267.0,44.0,12.0,30.1,10.6
304,282.0,40.2,13.1,31.0,11.4
305,379.0,28.0,12.5,33.2,21.4
306,264.0,50.7,13.7,16.9,15.5
307,277.0,41.4,11.2,31.4,11.6
308,267.0,45.0,11.7,25.1,12.4
309,273.0,44.2,11.3,26.8,12.9
314,321.0,42.2,11.6,25.6,18.4
315,230.0,55.2,9.33,16.5,13.7
316,255.0,48.3,6.55,26.5,13.0
317,149.0,64.6,5.9,28.0,1.4
319,302.0,46.0,8.25,28.1,17.1
320,348.0,37.1,9.59,25.9,22.6
321,292.0,46.8,6.12,23.5,18.9
322,243.0,54.0,7.9,19.2,14.6
323,103.0,73.9,4.57,16.6,1.82
324,216.0,54.8,6.48,21.1,11.2
325,187.0,65.1,12.2,8.48,11.5
326,206.0,63.1,6.72,13.4,13.8
327,290.0,48.6,8.46,25.7,16.7
328,238.0,55.9,18.7,10.0,13.5
329,255.0,56.2,10.4,12.3,18.1
330,342.0,27.0,10.4,33.5,17.0
331,215.0,60.2,3.25,19.6,13.4
332,301.0,45.0,8.39,26.1,17.8
333,249.0,55.0,6.42,18.4,16.3
334,197.0,57.1,8.06,20.9,8.1
335,237.0,53.6,6.88,22.6,12.7
336,213.0,55.0,7.44,23.7,9.2
338,205.0,70.3,1.56,0.83,20.6
339,16.4,95.4,1.0,1.63,0.5
340,40.2,88.1,0.63,7.59,0.5
341,21.7,92.6,2.37,1.88,0.23
343,30.0,90.7,1.13,4.33,0.5
344,26.2,92.9,1.81,2.13,0.7
345,15.6,96.0,0.64,2.54,0.11
346,16.5,94.7,1.23,1.8,0.26
348,17.6,93.4,0.63,2.41,0.5
349,20.2,94.3,1.19,2.83,0.5
350,21.8,92.9,1.0,2.63,0.5
354,32.3,87.6,1.49,4.9,0.25
357,14.5,95.5,0.94,1.53,0.5
358,19.3,94.1,0.86,2.49,0.26
362,29.3,88.8,1.38,3.98,0.5
363,28.0,93.9,2.62,3.15,0.36
371,34.0,89.4,1.97,4.35,0.17
377,26.0,93.0,0.81,3.43,0.5
378,36.6,90.2,1.06,5.98,0.5
379,29.2,91.4,0.94,5.52,0.3
382,63.6,82.3,1.81,12.2,0.5
383,16.8,93.7,2.0,0.5,0.5
384,65.1,85.2,2.26,5.71,2.65
385,33.1,88.7,2.28,2.3,0.78
386,24.5,89.6,3.16,0.1,0.54
390,25.5,89.2,3.06,1.5,0.36
391,36.5,90.0,1.38,4.63,0.6
393,17.9,95.6,1.25,1.78,0.5
394,105.0,70.2,6.84,15.3,0.86
403,23.2,92.9,2.0,2.45,0.3
404,31.6,90.3,3.13,3.03,0.43
405,25.3,92.1,2.3,2.45,0.4
410,30.7,91.9,0.94,4.73,0.3
412,33.7,90.1,1.31,5.62,0.5
414,58.3,80.6,1.54,10.1,0.4
416,19.8,94.4,0.5,3.23,0.5
419,35.1,89.8,2.52,5.08,0.2
427,14.7,96.3,0.56,2.23,0.5
431,15.9,93.2,1.8,0.83,0.25
438,26.7,93.2,1.42,3.35,0.29
440,36.3,90.3,1.31,5.63,0.4
441,37.8,89.0,1.19,6.39,0.5
442,34.1,89.2,1.44,4.69,0.44
447,18.3,93.7,2.06,0.85,0.4
449,20.3,94.1,0.5,3.59,0.5
454,17.9,94.8,1.13,2.58,0.3
455,14.3,95.8,1.13,1.03,0.5
457,20.1,94.6,0.5,3.03,0.5
464,42.8,88.3,1.44,7.13,0.4
465,14.7,95.3,0.7,1.23,0.5
467,21.9,93.0,0.67,3.4,0.2
468,18.9,93.0,0.55,2.6,0.1
469,24.9,91.1,1.87,2.56,0.29
472,20.9,93.7,1.6,1.6,0.46
474,15.5,93.8,0.93,1.4,0.36
479,29.4,89.3,2.0,3.0,0.17
482,81.5,79.5,5.12,10.7,0.8
487,18.3,94.4,1.07,1.89,0.28
489,40.4,87.0,2.32,5.59,0.28
491,23.1,92.6,1.33,2.07,0.31
493,106.0,75.4,2.82,18.4,1.68
495,99.2,72.0,4.4,17.1,0.53
496,36.3,91.4,1.95,5.1,0.19
497,47.3,81.4,2.63,3.24,0.3
500,13.1,95.0,0.63,1.38,0.15
501,19.4,92.9,2.23,0.7,0.37
505,49.0,87.4,2.51,7.39,0.33
509,28.7,91.1,2.17,3.0,0.47
512,18.0,94.0,1.61,1.05,0.22
514,38.4,88.4,4.44,4.53,0.6
515,67.8,80.2,1.32,13.4,0.3
519,26.0,90.5,1.8,2.31,0.5
520,25.2,91.3,1.2,3.02,0.5
523,26.1,93.0,1.2,3.63,0.5
524,47.1,85.6,1.4,7.54,0.4
528,32.9,90.3,0.58,4.52,0.68
529,60.9,83.5,1.56,12.3,0.22
531,30.5,90.9,2.25,3.39,0.3
539,61.8,86.0,1.94,4.25,3.4
542,31.5,90.1,0.88,5.06,0.3
544,92.8,74.3,3.73,17.0,0.29
545,54.5,86.4,3.48,6.8,0.28
547,18.6,94.9,1.44,1.63,0.3
551,31.1,92.0,0.88,4.13,0.6
552,35.8,91.5,3.0,2.03,0.8
553,44.8,87.3,1.31,7.05,0.5
554,30.7,90.9,1.06,5.24,0.5
555,44.4,89.6,1.44,4.57,1.6
556,26.6,92.7,2.69,1.73,0.3
557,33.8,91.0,1.31,3.83,0.3
558,16.9,95.2,0.88,1.43,0.3
559,23.5,92.9,2.5,1.23,0.4
560,23.1,93.8,2.19,1.03,0.5
561,37.6,89.4,4.13,2.53,0.7
562,35.7,89.2,0.75,6.33,0.3
563,31.6,90.1,0.5,5.73,0.3
564,41.6,87.7,0.63,7.33,0.3
565,23.5,92.9,1.0,3.23,0.3
566,45.4,85.5,3.19,5.4,0.3
567,34.9,89.1,1.19,5.7,0.3
568,21.6,92.7,1.63,1.83,0.3
569,30.1,91.1,2.56,3.41,0.3
570,23.0,93.1,1.5,3.13,0.3
571,16.7,94.3,0.75,2.48,0.3
572,26.2,91.0,0.94,4.32,0.3
573,23.5,93.7,1.13,4.38,0.3
574,13.7,95.1,0.5,1.94,0.3
575,34.6,89.6,2.19,4.45,0.3
576,28.0,90.8,1.75,3.39,0.3
577,21.1,94.2,0.75,3.23,0.3
578,40.2,88.1,1.56,6.73,0.3
579,27.6,91.2,1.13,3.56,0.3
580,42.4,87.9,1.69,7.55,0.3
581,90.8,73.6,1.94,16.6,0.5
582,80.3,77.4,6.38,9.93,0.6
583,27.4,91.6,2.56,2.23,0.3
584,35.8,90.5,1.0,5.33,0.6
585,35.7,89.8,0.94,6.53,0.3
586,28.6,92.4,1.25,3.53,0.3
587,38.2,88.9,1.06,6.88,0.3
588,30.2,90.7,0.5,5.66,0.3
589,57.9,82.8,2.63,9.29,0.3
590,25.3,92.6,1.0,3.53,0.4
591,66.9,81.5,2.0,12.3,0.4
592,28.1,91.9,3.38,0.85,0.7
594,43.5,88.3,2.11,5.81,0.3
595,50.8,85.7,2.13,9.11,0.5
601,316.0,9.5,9.58,63.9,0.99
602,187.0,60.4,4.27,13.4,11.7
639,17.7,94.1,1.69,1.7,0.3
640,22.2,93.4,0.63,3.5,0.3
641,354.0,11.0,0.19,87.8,0.02
642,91.9,75.4,1.96,20.1,0.1
643,80.5,78.3,1.8,16.7,0.34
644,545.0,1.4,5.67,51.1,34.3
646,80.5,79.0,2.16,16.2,0.18
647,59.9,84.3,1.47,11.7,0.34
648,181.0,61.0,2.76,24.9,7.22
650,137.0,69.9,2.5,17.3,5.7
651,372.0,6.21,10.6,69.4,3.97
652,97.9,77.8,1.92,10.2,5.18
653,88.9,77.0,1.89,14.2,2.4
654,67.3,82.8,2.63,12.1,0.53
655,285.0,49.0,4.62,25.6,17.7
656,302.0,43.5,4.5,30.2,17.7
657,361.0,5.09,8.04,76.1,0.46
658,76.4,79.9,1.88,15.9,0.3
659,174.0,59.9,3.25,25.3,5.8
660,89.4,74.9,2.5,18.5,0.13
661,156.0,63.3,2.81,23.0,4.8
662,76.1,79.7,1.81,15.7,0.5
663,71.6,79.9,1.84,14.9,0.1
664,213.0,51.1,3.75,32.6,6.6
665,285.0,42.5,3.28,39.4,11.9
666,218.0,51.5,3.44,29.5,8.5
667,191.0,56.9,2.81,28.5,6.6
669,570.0,1.4,5.62,49.8,37.6
670,463.0,1.3,6.58,62.1,19.8
671,182.0,61.4,2.38,22.5,8.3
672,178.0,65.5,2.8,23.2,7.72
673,135.0,69.1,2.32,20.9,4.2
674,154.0,67.9,2.41,23.4,5.09
675,254.0,49.5,3.5,34.0,10.8
677,91.8,78.7,2.11,12.7,3.25
678,93.2,76.4,2.01,17.2,1.37
679,86.3,78.8,1.51,18.3,0.15
680,62.8,78.0,1.69,12.2,0.15
682,81.9,80.2,1.8,16.0,0.7
683,60.7,80.1,1.94,11.5,0.31
684,125.0,67.3,0.79,28.9,0.18
685,107.0,70.6,1.5,22.8,0.2
686,131.0,63.8,0.52,29.5,0.11
687,111.0,69.6,1.53,23.8,0.17
688,109.0,70.1,1.49,23.6,0.14
689,157.0,59.7,1.31,36.3,0.29
690,132.0,65.2,0.69,32.0,0.043
691,105.0,70.7,1.07,22.2,0.23
692,131.0,61.3,9.63,13.7,0.5
693,82.9,77.9,8.06,9.35,0.8
694,112.0,66.9,6.75,12.0,1.1
695,116.0,65.0,9.63,12.3,0.6
698,147.0,62.0,8.31,17.7,3.0
702,112.0,66.9,6.75,12.0,1.1
709,127.0,64.8,10.1,16.2,0.58
730,45.9,87.1,0.81,9.01,0.5
731,54.4,85.5,0.5,11.7,0.5
732,90.5,75.8,1.06,19.7,0.5
734,55.7,85.7,0.81,13.0,0.3
735,27.6,91.3,0.5,1.56,0.5
737,69.4,80.2,1.19,13.5,0.5
738,38.6,90.3,0.63,6.03,0.5
739,49.2,86.8,1.19,5.83,0.8
740,101.0,73.6,2.13,10.9,3.0
741,80.6,79.4,1.44,14.3,1.2
742,68.5,82.1,1.56,7.06,0.7
744,60.5,83.5,0.88,11.0,0.6
745,81.0,80.5,1.13,16.1,0.5
746,47.3,87.0,0.81,9.17,0.5
747,73.9,81.1,0.63,14.3,0.5
748,62.7,84.2,1.13,14.8,0.5
749,76.9,78.1,0.63,18.0,0.5
750,57.7,84.2,0.87,10.6,0.33
751,47.3,86.1,1.13,6.53,0.7
753,45.5,87.3,0.75,8.03,0.5
754,42.2,88.8,0.75,8.53,0.3
755,38.9,91.0,0.69,8.33,0.5
758,39.8,89.3,0.5,8.02,0.5
759,71.3,80.1,0.94,16.4,0.5
761,73.4,80.9,0.75,16.6,0.5
769,68.6,81.8,0.88,14.3,0.3
770,40.2,86.3,1.13,3.14,0.3
776,54.9,85.5,0.5,11.7,0.5
778,79.1,79.4,0.75,16.9,0.5
783,53.9,85.3,0.5,11.4,0.5
784,51.5,85.8,0.5,10.7,0.5
790,51.3,86.6,0.69,11.3,0.5
